Age,Gender,Smoker,Exercise_Freq,Diet_Quality,Alcohol_Consumption
30,Female,No,3-5 times/week,Excellent,Moderate
43,Female,No,3-5 times/week,Poor,Moderate
31,Male,Yes,Daily,Poor,Low
48,Female,Yes,1-2 times/week,Poor,Moderate
21,Male,No,1-2 times/week,Good,Moderate
56,Other,No,None,Poor,None
25,Other,No,3-5 times/week,Average,None
42,Male,No,3-5 times/week,Average,None
30,Female,No,1-2 times/week,Average,None
49,Male,Yes,None,Poor,Low
55,Male,Yes,Daily,Good,High
55,Male,No,Daily,Good,None
45,Other,No,3-5 times/week,Poor,None
47,Male,No,None,Excellent,None
20,Other,No,None,Excellent,Low
45,Male,No,Daily,Poor,High
20,Other,No,3-5 times/week,Good,Moderate
62,Male,Yes,1-2 times/week,Average,None
51,Male,Yes,None,Excellent,High
33,Female,No,1-2 times/week,Average,Moderate
39,Female,No,3-5 times/week,Good,None
49,Male,No,Daily,Excellent,Low
55,Male,Yes,None,Poor,Low
25,Male,No,1-2 times/week,Average,Low
25,Male,No,None,Average,Moderate
23,Female,No,None,Average,Low
31,Other,No,None,Poor,High
49,Male,No,3-5 times/week,Poor,Moderate
52,Female,No,1-2 times/week,Average,Low
27,Male,No,None,Poor,High
20,Male,No,1-2 times/week,Excellent,High
29,Other,No,3-5 times/week,Good,None
66,Male,No,None,Excellent,None
48,Male,Yes,None,Poor,High
46,Other,No,None,Good,None
22,Other,No,1-2 times/week,Average,None
69,Other,Yes,1-2 times/week,Average,Moderate
42,Other,No,None,Good,Low
58,Female,No,1-2 times/week,Excellent,Moderate
48,Female,No,1-2 times/week,Average,Moderate
38,Female,Yes,None,Average,None
37,Male,Yes,None,Average,Low
56,Other,Yes,Daily,Poor,Moderate
39,Other,Yes,Daily,Excellent,Moderate
21,Female,No,None,Poor,Moderate
30,Male,Yes,3-5 times/week,Good,Moderate
62,Male,No,None,Good,Low
59,Male,Yes,None,Poor,None
67,Female,No,None,Average,High
66,Male,Yes,None,Poor,None
37,Male,No,None,Excellent,High
69,Male,Yes,None,Average,Moderate
30,Other,No,None,Good,High
34,Female,Yes,None,Excellent,Low
53,Other,No,Daily,Good,Low
50,Other,No,Daily,Excellent,Moderate
18,Female,No,Daily,Excellent,Low
32,Other,Yes,3-5 times/week,Excellent,Moderate
30,Male,Yes,1-2 times/week,Good,High
34,Male,Yes,3-5 times/week,Poor,None
41,Male,No,3-5 times/week,Poor,None
25,Male,Yes,None,Average,High
67,Female,Yes,Daily,Good,None
44,Other,No,None,Average,Moderate
62,Other,Yes,None,Average,High
40,Male,No,Daily,Excellent,Moderate
63,Male,Yes,None,Excellent,None
25,Other,No,1-2 times/week,Poor,Moderate
25,Female,No,1-2 times/week,Poor,Low
43,Other,Yes,3-5 times/week,Average,None
64,Male,Yes,Daily,Average,Low
30,Male,No,1-2 times/week,Average,Low
56,Female,No,3-5 times/week,Poor,High
54,Other,No,None,Average,High
66,Female,No,3-5 times/week,Poor,Moderate
45,Female,Yes,3-5 times/week,Good,Moderate
42,Male,No,1-2 times/week,Good,None
33,Other,No,3-5 times/week,Average,Moderate
19,Male,No,Daily,Poor,Moderate
35,Other,No,None,Good,High
34,Male,No,Daily,Poor,High
47,Male,No,None,Poor,Low
56,Other,No,Daily,Good,Moderate
30,Other,Yes,None,Average,High
49,Male,Yes,Daily,Average,None
67,Other,Yes,None,Good,Moderate
46,Male,No,1-2 times/week,Excellent,None
63,Other,No,3-5 times/week,Poor,Low
47,Male,No,3-5 times/week,Excellent,Low
35,Male,Yes,3-5 times/week,Average,High
30,Male,Yes,3-5 times/week,Poor,High
60,Female,Yes,None,Good,Low
38,Other,No,Daily,Average,None
47,Male,No,Daily,Average,Low
38,Female,No,1-2 times/week,Average,Low
65,Male,No,3-5 times/week,Good,High
34,Female,No,3-5 times/week,Good,Moderate
57,Male,No,1-2 times/week,Excellent,High
36,Male,No,3-5 times/week,Good,High
69,Female,No,1-2 times/week,Excellent,None
32,Female,No,3-5 times/week,Poor,Low
26,Other,No,Daily,Poor,Moderate
69,Other,Yes,1-2 times/week,Poor,Moderate
27,Female,No,Daily,Average,High
61,Other,Yes,3-5 times/week,Average,High
48,Female,Yes,Daily,Average,Low
40,Other,Yes,Daily,Good,None
69,Male,No,None,Good,Low
47,Other,No,3-5 times/week,Excellent,Moderate
50,Male,No,None,Average,None
69,Male,No,1-2 times/week,Good,High
26,Other,Yes,None,Poor,High
64,Female,No,3-5 times/week,Poor,Moderate
18,Male,No,None,Good,Low
61,Male,Yes,None,Poor,None
52,Other,No,3-5 times/week,Poor,Low
28,Female,No,Daily,Excellent,Low
51,Female,No,1-2 times/week,Poor,Low
33,Other,No,None,Average,High
26,Female,No,3-5 times/week,Good,Moderate
49,Other,Yes,None,Good,None
32,Other,No,1-2 times/week,Average,None
29,Other,No,1-2 times/week,Poor,Moderate
50,Male,Yes,1-2 times/week,Excellent,None
62,Male,No,None,Excellent,None
31,Male,No,Daily,Average,Low
25,Other,Yes,Daily,Poor,Low
25,Male,No,Daily,Average,Moderate
44,Male,No,3-5 times/week,Excellent,None
29,Male,Yes,Daily,Poor,Moderate
18,Other,No,Daily,Average,Moderate
60,Other,No,1-2 times/week,Average,Moderate
57,Other,Yes,3-5 times/week,Poor,Moderate
59,Male,No,1-2 times/week,Excellent,Low
68,Female,No,None,Poor,High
28,Male,No,None,Excellent,Moderate
56,Male,No,1-2 times/week,Good,None
60,Other,No,3-5 times/week,Excellent,High
48,Other,No,Daily,Excellent,Low
34,Male,No,Daily,Good,High
50,Male,No,3-5 times/week,Average,High
49,Female,No,Daily,Average,Low
46,Female,Yes,Daily,Excellent,Moderate
38,Other,Yes,1-2 times/week,Good,High
38,Female,No,None,Good,Low
57,Female,No,3-5 times/week,Poor,Low
40,Other,No,3-5 times/week,Excellent,High
23,Female,No,Daily,Good,Low
39,Male,No,Daily,Average,High
67,Female,Yes,None,Good,High
55,Other,Yes,3-5 times/week,Good,Low
54,Male,No,1-2 times/week,Good,Low
62,Female,No,None,Good,Low
68,Male,No,1-2 times/week,Average,High
25,Male,No,None,Good,None
58,Female,No,1-2 times/week,Excellent,Low
66,Female,Yes,1-2 times/week,Good,Low
52,Other,No,1-2 times/week,Average,Moderate
68,Other,Yes,3-5 times/week,Excellent,Low
28,Male,Yes,Daily,Good,High
41,Other,No,3-5 times/week,Average,Low
66,Male,No,1-2 times/week,Excellent,Moderate
38,Male,Yes,Daily,Good,None
68,Other,Yes,1-2 times/week,Good,None
19,Other,Yes,None,Good,Low
57,Other,Yes,Daily,Excellent,None
36,Female,No,3-5 times/week,Poor,High
56,Male,No,1-2 times/week,Good,None
45,Male,No,Daily,Average,High
34,Male,Yes,3-5 times/week,Poor,None
23,Other,Yes,None,Good,None
36,Other,No,1-2 times/week,Average,High
55,Other,No,3-5 times/week,Good,High
45,Other,No,Daily,Average,Low
19,Other,Yes,None,Good,High
55,Female,No,1-2 times/week,Average,Low
54,Other,Yes,3-5 times/week,Average,Moderate
68,Male,Yes,None,Poor,High
69,Other,Yes,None,Poor,Low
21,Male,No,3-5 times/week,Excellent,Low
39,Other,No,1-2 times/week,Average,None
43,Other,Yes,3-5 times/week,Average,High
66,Male,No,None,Poor,None
60,Male,No,None,Excellent,Low
53,Male,Yes,Daily,Average,High
30,Male,No,1-2 times/week,Good,Low
69,Female,No,3-5 times/week,Good,None
49,Male,No,1-2 times/week,Excellent,Low
34,Other,No,1-2 times/week,Average,Low
58,Other,No,None,Average,None
53,Female,Yes,Daily,Poor,High
63,Male,No,3-5 times/week,Poor,None
36,Other,Yes,3-5 times/week,Average,High
52,Female,No,Daily,Good,High
63,Other,No,Daily,Poor,Moderate
57,Female,No,None,Good,Low
45,Female,No,None,Good,High
18,Male,No,3-5 times/week,Good,High
59,Female,No,Daily,Good,None
35,Other,No,1-2 times/week,Excellent,High
65,Other,No,1-2 times/week,Excellent,High
57,Male,Yes,Daily,Poor,None
50,Male,No,3-5 times/week,Average,High
29,Female,Yes,1-2 times/week,Excellent,Low
25,Male,No,1-2 times/week,Average,Low
41,Other,No,Daily,Poor,None
33,Other,Yes,None,Good,High
67,Male,No,1-2 times/week,Average,Low
21,Male,No,None,Excellent,Moderate
55,Male,No,1-2 times/week,Average,None
61,Female,No,3-5 times/week,Excellent,None
44,Female,No,None,Average,Low
26,Other,Yes,3-5 times/week,Excellent,None
64,Female,No,None,Good,High
33,Female,No,Daily,Average,Low
29,Female,No,Daily,Poor,Moderate
48,Female,Yes,1-2 times/week,Average,High
41,Other,No,3-5 times/week,Excellent,Moderate
31,Male,No,None,Average,Moderate
62,Other,No,3-5 times/week,Poor,None
42,Female,No,3-5 times/week,Good,Moderate
51,Male,No,1-2 times/week,Average,High
20,Male,No,Daily,Good,Low
41,Male,No,None,Good,Low
59,Other,No,1-2 times/week,Good,Moderate
26,Male,No,3-5 times/week,Excellent,Moderate
43,Other,No,Daily,Average,Low
37,Other,No,Daily,Average,Moderate
57,Female,No,None,Poor,High
27,Female,No,Daily,Good,Moderate
36,Male,No,3-5 times/week,Excellent,Moderate
20,Male,No,Daily,Excellent,High
41,Female,Yes,3-5 times/week,Poor,Low
22,Other,No,None,Average,Low
20,Other,Yes,3-5 times/week,Average,Moderate
44,Female,No,Daily,Excellent,Low
33,Other,No,Daily,Excellent,High
66,Female,No,None,Poor,Moderate
32,Female,No,None,Excellent,Moderate
52,Male,Yes,Daily,Excellent,Moderate
29,Male,No,None,Poor,None
58,Female,Yes,3-5 times/week,Good,None
61,Male,No,1-2 times/week,Excellent,High
43,Female,Yes,3-5 times/week,Average,Moderate
64,Other,No,3-5 times/week,Good,High
51,Other,No,None,Excellent,None
40,Other,No,1-2 times/week,Good,Moderate
48,Other,Yes,Daily,Excellent,None
67,Female,Yes,None,Average,Moderate
37,Other,No,3-5 times/week,Excellent,High
29,Other,No,1-2 times/week,Average,High
40,Other,No,None,Excellent,High
21,Other,Yes,3-5 times/week,Excellent,None
40,Female,No,3-5 times/week,Good,High
65,Other,No,Daily,Poor,Low
65,Male,No,Daily,Average,Low
18,Male,No,1-2 times/week,Good,High
42,Male,No,3-5 times/week,Poor,High
19,Male,Yes,3-5 times/week,Good,None
47,Male,Yes,Daily,Average,Moderate
20,Male,No,3-5 times/week,Poor,None
38,Female,No,Daily,Poor,None
42,Male,No,3-5 times/week,Poor,High
37,Other,Yes,Daily,Average,Low
66,Male,No,Daily,Average,Low
69,Female,No,1-2 times/week,Good,Low
39,Male,No,3-5 times/week,Excellent,None
38,Other,Yes,3-5 times/week,Excellent,Low
50,Other,Yes,Daily,Excellent,Low
69,Female,No,3-5 times/week,Excellent,High
55,Female,Yes,Daily,Good,Low
32,Female,No,1-2 times/week,Average,Moderate
63,Female,Yes,1-2 times/week,Good,High
69,Male,No,Daily,Poor,Moderate
32,Male,No,None,Average,None
63,Other,No,1-2 times/week,Average,Low
42,Female,No,3-5 times/week,Excellent,None
38,Female,No,Daily,Good,None
41,Male,No,Daily,Excellent,Low
22,Female,No,1-2 times/week,Average,High
23,Other,Yes,Daily,Excellent,None
66,Other,No,1-2 times/week,Poor,Low
60,Female,Yes,Daily,Average,Low
65,Other,No,1-2 times/week,Poor,Moderate
61,Other,No,3-5 times/week,Average,None
64,Male,No,None,Excellent,None
40,Other,No,None,Average,Low
21,Female,No,None,Average,Moderate
44,Female,No,None,Good,High
35,Other,No,1-2 times/week,Good,Moderate
38,Female,No,Daily,Poor,None
45,Male,No,None,Good,Moderate
52,Other,No,Daily,Average,None
39,Other,No,1-2 times/week,Good,High
57,Other,No,1-2 times/week,Excellent,None
40,Female,No,None,Good,High
20,Female,No,3-5 times/week,Poor,High
57,Other,Yes,None,Average,High
67,Female,No,Daily,Excellent,Moderate
27,Female,No,None,Excellent,High
42,Other,No,1-2 times/week,Poor,Low
69,Other,No,1-2 times/week,Good,None
66,Female,No,Daily,Average,None
25,Other,Yes,Daily,Poor,None
28,Other,No,Daily,Excellent,None
22,Other,No,None,Excellent,High
62,Other,No,None,Excellent,Moderate
54,Female,No,3-5 times/week,Poor,Moderate
62,Other,No,Daily,Excellent,Moderate
55,Male,No,3-5 times/week,Average,Moderate
46,Other,No,3-5 times/week,Excellent,None
22,Male,No,1-2 times/week,Poor,Low
26,Other,No,3-5 times/week,Poor,Low
65,Male,No,1-2 times/week,Excellent,Moderate
19,Male,No,Daily,Poor,None
18,Other,Yes,1-2 times/week,Good,High
57,Other,No,Daily,Poor,Moderate
68,Other,Yes,None,Good,High
47,Male,No,3-5 times/week,Poor,High
28,Female,No,Daily,Poor,High
45,Female,No,None,Poor,Low
61,Other,Yes,None,Excellent,Moderate
29,Female,Yes,Daily,Poor,None
56,Female,No,1-2 times/week,Average,None
43,Other,No,Daily,Excellent,None
30,Male,No,3-5 times/week,Good,Moderate
25,Other,Yes,None,Average,Low
45,Female,No,1-2 times/week,Average,High
47,Male,No,Daily,Average,None
26,Female,No,Daily,Average,Low
56,Male,Yes,None,Poor,High
48,Female,No,Daily,Poor,High
38,Other,No,3-5 times/week,Average,Low
64,Female,No,1-2 times/week,Excellent,Moderate
51,Female,Yes,3-5 times/week,Average,Moderate
48,Male,No,None,Good,Low
69,Female,No,1-2 times/week,Average,High
42,Other,No,None,Poor,None
29,Other,Yes,None,Good,None
18,Other,Yes,3-5 times/week,Excellent,Moderate
39,Male,No,1-2 times/week,Average,None
57,Male,Yes,None,Good,High
54,Female,Yes,3-5 times/week,Average,Low
64,Female,No,3-5 times/week,Excellent,High
18,Female,Yes,1-2 times/week,Excellent,None
18,Male,No,Daily,Good,High
59,Male,No,Daily,Excellent,Moderate
59,Female,No,None,Good,Low
38,Male,No,Daily,Excellent,Low
32,Male,No,1-2 times/week,Poor,None
34,Other,No,Daily,Good,None
39,Other,No,1-2 times/week,Average,High
55,Female,Yes,None,Good,High
52,Female,No,Daily,Excellent,Low
62,Other,No,1-2 times/week,Excellent,Moderate
33,Male,Yes,1-2 times/week,Excellent,Moderate
25,Female,No,1-2 times/week,Average,None
64,Female,Yes,3-5 times/week,Average,Moderate
34,Female,No,None,Excellent,Low
34,Male,No,1-2 times/week,Poor,Moderate
43,Other,No,3-5 times/week,Good,Low
30,Female,No,3-5 times/week,Excellent,None
34,Other,Yes,1-2 times/week,Poor,High
55,Other,No,None,Average,Moderate
34,Male,Yes,Daily,Excellent,Low
65,Male,No,3-5 times/week,Good,None
31,Male,Yes,1-2 times/week,Good,Low
62,Male,Yes,None,Average,Moderate
23,Male,No,None,Excellent,Low
52,Male,Yes,1-2 times/week,Excellent,None
63,Female,No,3-5 times/week,Excellent,None
31,Other,No,Daily,Poor,High
64,Male,No,None,Poor,High
25,Female,Yes,Daily,Excellent,Moderate
32,Other,No,None,Good,None
44,Male,No,None,Poor,Moderate
30,Male,Yes,None,Good,None
66,Female,No,3-5 times/week,Poor,Moderate
48,Other,No,3-5 times/week,Average,None
52,Male,Yes,1-2 times/week,Average,Moderate
23,Other,No,Daily,Average,Low
22,Female,No,Daily,Good,High
39,Male,No,1-2 times/week,Good,Low
66,Other,Yes,3-5 times/week,Excellent,High
40,Female,No,Daily,Excellent,Moderate
42,Female,Yes,1-2 times/week,Average,None
51,Male,Yes,None,Average,None
43,Other,No,Daily,Poor,Moderate
64,Male,Yes,3-5 times/week,Average,None
22,Male,No,Daily,Average,Moderate
43,Other,Yes,None,Average,Low
37,Other,Yes,3-5 times/week,Good,Moderate
23,Other,Yes,3-5 times/week,Good,None
23,Female,No,1-2 times/week,Average,None
67,Female,No,3-5 times/week,Poor,Moderate
35,Other,No,1-2 times/week,Poor,Moderate
21,Female,No,3-5 times/week,Excellent,Moderate
34,Male,Yes,None,Average,Moderate
31,Other,Yes,None,Good,High
31,Male,No,None,Average,High
30,Other,Yes,None,Poor,Low
24,Male,Yes,None,Good,High
61,Other,Yes,Daily,Good,None
32,Male,No,None,Good,High
36,Other,No,3-5 times/week,Excellent,High
60,Other,No,1-2 times/week,Average,None
64,Female,No,Daily,Average,High
61,Male,No,3-5 times/week,Average,Moderate
52,Female,No,None,Poor,High
34,Male,Yes,None,Good,High
52,Female,Yes,3-5 times/week,Good,High
36,Other,No,Daily,Poor,Moderate
37,Female,Yes,1-2 times/week,Excellent,Moderate
53,Female,Yes,1-2 times/week,Poor,Low
52,Other,Yes,1-2 times/week,Good,Low
49,Female,Yes,1-2 times/week,Excellent,Moderate
65,Other,Yes,None,Excellent,None
61,Male,No,Daily,Good,Low
57,Female,Yes,None,Poor,High
41,Other,No,Daily,Average,High
34,Other,No,1-2 times/week,Average,High
24,Female,No,3-5 times/week,Average,None
60,Male,No,3-5 times/week,Poor,Low
67,Female,No,None,Good,Moderate
18,Other,Yes,3-5 times/week,Poor,Moderate
52,Male,No,None,Average,None
49,Female,No,None,Average,Moderate
53,Other,No,Daily,Average,None
30,Female,No,1-2 times/week,Poor,Moderate
23,Male,No,1-2 times/week,Poor,Moderate
31,Male,No,1-2 times/week,Average,None
54,Male,No,1-2 times/week,Excellent,Moderate
65,Male,No,Daily,Average,Low
32,Male,No,1-2 times/week,Good,Moderate
64,Female,No,1-2 times/week,Poor,High
21,Male,Yes,3-5 times/week,Excellent,None
57,Male,No,1-2 times/week,Excellent,Moderate
33,Other,No,1-2 times/week,Good,Low
45,Male,Yes,None,Average,Moderate
33,Other,No,None,Average,Moderate
21,Other,No,1-2 times/week,Average,High
62,Other,No,None,Good,Low
43,Female,No,3-5 times/week,Poor,Moderate
45,Female,No,3-5 times/week,Poor,Moderate
49,Other,No,3-5 times/week,Good,High
62,Female,Yes,Daily,Poor,None
19,Male,Yes,3-5 times/week,Good,None
48,Female,No,1-2 times/week,Good,None
20,Male,No,3-5 times/week,Excellent,High
25,Male,No,3-5 times/week,Excellent,None
41,Female,Yes,3-5 times/week,Poor,Low
32,Female,Yes,3-5 times/week,Excellent,None
60,Other,No,None,Poor,None
48,Female,No,3-5 times/week,Good,Moderate
26,Female,No,3-5 times/week,Poor,Low
56,Female,No,None,Excellent,High
62,Male,Yes,None,Poor,Low
19,Male,Yes,Daily,Excellent,None
25,Male,No,1-2 times/week,Good,Moderate
24,Other,Yes,Daily,Average,High
61,Other,Yes,None,Good,Low
68,Other,Yes,None,Excellent,Low
56,Male,No,None,Poor,None
59,Female,Yes,Daily,Excellent,None
33,Other,No,3-5 times/week,Excellent,High
52,Other,No,1-2 times/week,Average,None
47,Male,Yes,1-2 times/week,Poor,Moderate
27,Other,No,3-5 times/week,Excellent,High
55,Female,Yes,1-2 times/week,Good,None
35,Male,Yes,3-5 times/week,Good,High
67,Male,No,Daily,Excellent,Low
22,Female,No,None,Excellent,High
46,Female,No,3-5 times/week,Excellent,Low
56,Female,Yes,3-5 times/week,Excellent,High
51,Other,Yes,None,Good,None
60,Female,No,None,Average,Low
62,Male,Yes,1-2 times/week,Excellent,High
40,Female,No,3-5 times/week,Poor,Moderate
22,Male,Yes,None,Average,None
47,Male,No,1-2 times/week,Good,High
23,Other,No,Daily,Excellent,High
63,Female,No,3-5 times/week,Excellent,Low
61,Other,No,Daily,Excellent,Low
21,Female,Yes,None,Excellent,None
46,Female,No,None,Poor,Low
40,Female,No,3-5 times/week,Excellent,High
23,Female,Yes,Daily,Good,High
49,Female,Yes,None,Poor,Low
59,Male,Yes,3-5 times/week,Average,None
35,Male,Yes,3-5 times/week,Average,Moderate
32,Female,No,3-5 times/week,Average,High
57,Male,No,None,Excellent,High
49,Other,No,None,Average,Low
26,Other,No,3-5 times/week,Poor,Moderate
54,Other,No,1-2 times/week,Poor,High
27,Female,No,3-5 times/week,Average,Moderate
37,Female,No,3-5 times/week,Average,Moderate
23,Male,No,3-5 times/week,Poor,High
65,Male,Yes,1-2 times/week,Good,Moderate
20,Male,No,Daily,Average,Moderate
59,Other,No,None,Poor,Low
28,Other,No,None,Average,Low
60,Other,No,Daily,Poor,Moderate
34,Other,No,3-5 times/week,Excellent,None
49,Male,No,3-5 times/week,Average,Moderate
21,Female,Yes,None,Average,High
21,Female,Yes,3-5 times/week,Good,None
34,Other,No,Daily,Good,Low
58,Female,No,None,Good,None
36,Female,Yes,1-2 times/week,Good,Low
22,Female,No,3-5 times/week,Average,None
49,Other,No,Daily,Average,Moderate
39,Male,No,None,Good,Low
23,Male,No,None,Good,High
52,Female,No,1-2 times/week,Average,None
39,Male,No,3-5 times/week,Excellent,Moderate
18,Male,No,1-2 times/week,Poor,None
37,Other,No,Daily,Good,None
39,Other,No,None,Poor,High
65,Female,No,None,Excellent,None
28,Female,No,1-2 times/week,Excellent,High
30,Female,No,1-2 times/week,Excellent,Low
59,Other,No,1-2 times/week,Average,High
20,Male,Yes,3-5 times/week,Poor,High
26,Other,No,None,Excellent,Low
29,Other,No,3-5 times/week,Good,High
40,Male,Yes,Daily,Excellent,Moderate
31,Male,No,3-5 times/week,Good,None
50,Female,Yes,1-2 times/week,Good,High
35,Male,Yes,Daily,Excellent,None
66,Male,No,Daily,Good,High
58,Male,No,3-5 times/week,Good,Low
26,Male,Yes,3-5 times/week,Average,Low
40,Female,No,1-2 times/week,Poor,None
27,Female,Yes,1-2 times/week,Average,None
36,Male,No,Daily,Average,None
64,Male,Yes,1-2 times/week,Average,Low
22,Female,Yes,None,Poor,None
64,Female,Yes,None,Poor,High
69,Male,No,Daily,Excellent,High
40,Other,No,3-5 times/week,Average,None
47,Female,No,3-5 times/week,Poor,Low
42,Female,No,None,Excellent,High
45,Female,No,3-5 times/week,Average,Low
51,Male,No,1-2 times/week,Average,Low
62,Male,No,None,Good,Low
65,Female,No,Daily,Poor,None
64,Male,No,3-5 times/week,Good,Low
42,Male,Yes,Daily,Average,Low
27,Female,No,Daily,Average,None
31,Male,No,3-5 times/week,Average,Moderate
59,Other,No,3-5 times/week,Excellent,High
63,Male,No,None,Good,None
47,Male,No,None,Good,High
58,Female,Yes,Daily,Average,None
42,Female,No,Daily,Good,None
31,Other,No,None,Average,None
52,Male,No,Daily,Average,High
69,Other,No,1-2 times/week,Good,None
65,Other,No,3-5 times/week,Poor,None
51,Female,Yes,3-5 times/week,Average,None
27,Male,Yes,1-2 times/week,Average,High
52,Female,Yes,None,Good,Moderate
28,Other,Yes,None,Good,None
28,Other,No,Daily,Good,None
38,Female,No,Daily,Average,None
38,Female,No,None,Poor,None
39,Female,No,Daily,Poor,None
62,Female,Yes,1-2 times/week,Poor,Moderate
24,Female,Yes,3-5 times/week,Average,Low
34,Other,Yes,1-2 times/week,Good,Low
19,Female,No,3-5 times/week,Poor,None
29,Male,No,3-5 times/week,Poor,High
59,Other,No,Daily,Poor,Moderate
35,Other,Yes,Daily,Average,Moderate
28,Male,No,3-5 times/week,Good,Moderate
33,Male,No,Daily,Excellent,Low
66,Other,No,1-2 times/week,Good,High
68,Female,No,None,Good,Low
35,Other,No,Daily,Good,Moderate
52,Other,Yes,Daily,Poor,Low
43,Male,No,Daily,Good,Low
33,Other,No,None,Poor,None
23,Female,No,1-2 times/week,Average,None
61,Male,Yes,3-5 times/week,Excellent,None
60,Other,Yes,1-2 times/week,Average,Moderate
64,Other,No,Daily,Average,None
64,Female,No,None,Excellent,Moderate
65,Other,No,1-2 times/week,Good,None
59,Other,No,Daily,Good,Moderate
29,Other,No,Daily,Poor,Low
30,Other,Yes,3-5 times/week,Good,High
21,Female,Yes,None,Excellent,Moderate
56,Other,No,3-5 times/week,Average,Low
19,Other,No,1-2 times/week,Good,None
43,Other,Yes,3-5 times/week,Poor,Low
44,Male,No,1-2 times/week,Average,Low
44,Female,No,Daily,Average,High
32,Male,No,None,Poor,None
25,Male,No,None,Average,Moderate
24,Female,No,Daily,Poor,Moderate
64,Male,No,None,Poor,Moderate
63,Male,No,3-5 times/week,Excellent,None
57,Male,No,1-2 times/week,Excellent,Moderate
29,Female,No,1-2 times/week,Good,High
30,Other,No,1-2 times/week,Excellent,Low
60,Female,Yes,3-5 times/week,Average,None
34,Female,No,1-2 times/week,Good,Moderate
34,Female,Yes,None,Good,Low
53,Male,No,1-2 times/week,Poor,Low
38,Other,Yes,3-5 times/week,Excellent,High
25,Female,No,None,Poor,Moderate
22,Female,No,Daily,Good,None
43,Other,No,None,Poor,Low
33,Other,No,3-5 times/week,Average,High
53,Other,No,None,Average,Low
45,Male,No,1-2 times/week,Good,High
46,Other,No,3-5 times/week,Average,High
64,Male,No,Daily,Excellent,Low
29,Female,No,1-2 times/week,Good,Low
54,Male,Yes,3-5 times/week,Excellent,Moderate
47,Other,No,3-5 times/week,Average,None
40,Male,No,Daily,Poor,High
33,Other,No,Daily,Excellent,High
31,Male,No,3-5 times/week,Excellent,Low
27,Female,Yes,Daily,Average,Low
24,Male,Yes,Daily,Excellent,Low
62,Female,Yes,1-2 times/week,Excellent,None
69,Other,No,3-5 times/week,Poor,Low
54,Female,Yes,None,Good,High
46,Other,No,1-2 times/week,Average,High
20,Other,No,3-5 times/week,Poor,High
32,Female,No,3-5 times/week,Poor,None
53,Female,Yes,1-2 times/week,Good,None
64,Male,Yes,Daily,Good,None
63,Male,No,None,Average,None
69,Female,Yes,None,Average,Moderate
36,Female,No,3-5 times/week,Average,Moderate
30,Female,Yes,3-5 times/week,Poor,Moderate
59,Female,No,None,Excellent,Low
38,Other,No,3-5 times/week,Good,None
54,Female,No,None,Average,None
44,Female,No,Daily,Average,Moderate
69,Female,No,None,Poor,Moderate
46,Female,No,None,Average,None
37,Other,Yes,None,Poor,Moderate
42,Male,No,3-5 times/week,Excellent,Low
23,Male,Yes,Daily,Poor,Low
53,Male,No,1-2 times/week,Good,Low
19,Male,No,1-2 times/week,Poor,High
39,Male,No,None,Excellent,High
49,Other,No,3-5 times/week,Excellent,None
33,Male,No,1-2 times/week,Good,High
35,Other,No,1-2 times/week,Poor,Moderate
22,Other,Yes,None,Good,Low
53,Male,No,None,Excellent,Low
47,Male,No,3-5 times/week,Poor,High
62,Male,Yes,1-2 times/week,Average,Low
36,Female,No,None,Excellent,Low
40,Other,Yes,Daily,Excellent,Low
51,Male,No,Daily,Good,Moderate
30,Female,No,Daily,Excellent,High
60,Other,No,None,Good,Low
46,Female,No,3-5 times/week,Poor,Low
53,Female,No,Daily,Average,Low
39,Male,Yes,Daily,Average,None
69,Other,No,Daily,Good,Moderate
69,Female,Yes,None,Average,High
64,Other,Yes,None,Average,Low
53,Male,Yes,None,Excellent,Moderate
26,Other,Yes,Daily,Excellent,Low
56,Female,No,None,Poor,High
68,Female,No,None,Excellent,High
36,Other,Yes,3-5 times/week,Excellent,None
55,Female,Yes,None,Excellent,None
23,Female,Yes,1-2 times/week,Excellent,None
69,Female,No,None,Average,None
64,Male,No,None,Average,Low
32,Male,No,1-2 times/week,Average,Moderate
37,Female,Yes,1-2 times/week,Excellent,Low
26,Other,No,None,Average,None
49,Male,Yes,3-5 times/week,Poor,None
21,Other,No,Daily,Poor,Low
67,Female,Yes,1-2 times/week,Excellent,Low
35,Female,No,3-5 times/week,Average,Moderate
22,Other,Yes,None,Poor,Moderate
37,Male,No,None,Good,High
40,Other,Yes,1-2 times/week,Excellent,Moderate
28,Other,No,1-2 times/week,Poor,Moderate
54,Female,Yes,3-5 times/week,Poor,None
39,Male,No,None,Poor,None
21,Other,Yes,1-2 times/week,Good,High
46,Male,No,1-2 times/week,Good,High
61,Female,Yes,Daily,Good,Moderate
51,Male,No,1-2 times/week,Poor,Moderate
30,Female,No,3-5 times/week,Good,High
59,Male,No,None,Excellent,High
26,Other,Yes,1-2 times/week,Good,None
59,Female,No,Daily,Excellent,High
48,Other,No,1-2 times/week,Poor,None
24,Female,No,1-2 times/week,Average,None
21,Male,Yes,None,Excellent,High
36,Male,No,Daily,Excellent,High
59,Female,No,3-5 times/week,Excellent,Moderate
47,Female,Yes,3-5 times/week,Poor,Moderate
48,Female,Yes,None,Excellent,None
52,Male,No,3-5 times/week,Poor,None
